[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-25 10:38:03] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-25 10:38:03] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-25 10:38:03] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-25 10:38:05] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082\
[2024-11-25 10:38:05] [class-ss-setup-task.php:72] Adding origin URL to queue: https://localhost/vp001/
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/widget-woocommerce-purchase-summary.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/widget-_compatibility-rtl.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/widget-_compatibility.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/widget-_loop-carousel-rtl.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/widget-_loop-carousel.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/widget-_loop-common-rtl.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/widget-_loop-common.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/widget-_loop-grid-rtl.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/widget-_loop-grid.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/widget-_overlay-animation-rtl.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/widget-_overlay-animation.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/widget-_sticky-rtl.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/widget-_sticky.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/woocommerce-notices.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/css/woocommerce-notices.min.css
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/images/announcements/license-expired.png
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/images/logo-placeholder.png
[2024-11-25 10:38:16] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/data/responsive-widgets.json
[2024-11-25 10:38:16] [class-ss-archive-creation-job.php:175] We've found our next task: fetch_urls
[2024-11-25 10:38:16] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-25 10:38:16] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-25 10:38:16] [class-ss-fetch-urls-task.php:69] Total pages: 955; Pages remaining: 955
[2024-11-25 10:38:16] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/
[2024-11-25 10:38:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 955
[2024-11-25 10:38:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/6744539868f7d-E2KUdU.tmp
[2024-11-25 10:38:16] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/?simply_static_page=6931
[2024-11-25 10:38:16] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/?simply_static_page=6931
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:103] Filesize: 52813 bytes
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:233] New filename for static page: /index.html
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/6744539868f7d-E2KUdU.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/index.html
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:159] Adding 18 URLs to the queue
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:17] [class-ss-page.php:119] Checking Content Identical:e4b0924105f68ba0f545f57c66fd7db35bf3313e===. Value: FALSE
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2024-11-25 10:38:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 955
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/67445399d0ebf-skT4K0.tmp
[2024-11-25 10:38:17] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json?simply_static_page=6932
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json?simply_static_page=6932
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:103] Filesize: 851 bytes
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/67445399d0ebf-skT4K0.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:17] [class-ss-page.php:119] Checking Content Identical:c2be3106d54785ca1e0cf07759baed3487deaf19===. Value: FALSE
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-11-25 10:38:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 955
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/67445399df604-mrtdYP.tmp
[2024-11-25 10:38:17] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animate.css/animate.css?simply_static_page=6933
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animate.css/animate.css?simply_static_page=6933
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:103] Filesize: 13369 bytes
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/67445399df604-mrtdYP.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:17] [class-ss-page.php:119] Checking Content Identical:eb934f5b426f03f62beaff2ebbdd82c6f2759ec4===. Value: FALSE
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-11-25 10:38:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 955
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/67445399eac06-xt7qvu.tmp
[2024-11-25 10:38:17] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css?simply_static_page=6934
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css?simply_static_page=6934
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:103] Filesize: 8449 bytes
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-11-25 10:38:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/67445399eac06-xt7qvu.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:17] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:17] [class-ss-page.php:119] Checking Content Identical:96fd188c16f8980195ac1e89dbcb46c6fb924d98===. Value: FALSE
[2024-11-25 10:38:18] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-11-25 10:38:18] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 955
[2024-11-25 10:38:18] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:18] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/6744539a021c2-8MItXy.tmp
[2024-11-25 10:38:18] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=6935
[2024-11-25 10:38:18] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=6935
[2024-11-25 10:38:18] [class-ss-url-fetcher.php:103] Filesize: 18468 bytes
[2024-11-25 10:38:18] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 10:38:18] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-11-25 10:38:18] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/6744539a021c2-8MItXy.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-11-25 10:38:18] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:18] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:18] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:18] [class-ss-page.php:119] Checking Content Identical:5103ec2fbb389568ebf5cfe4fd721f3df2ff7aec===. Value: FALSE
[2024-11-25 10:38:18] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-11-25 10:38:18] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 955
[2024-11-25 10:38:18] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:18] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/6744539a0fc37-ql0AqC.tmp
[2024-11-25 10:38:18] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css?simply_static_page=6936
[2024-11-25 10:38:18] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css?simply_static_page=6936
[2024-11-25 10:38:18] [class-ss-url-fetcher.php:103] Filesize: 518 bytes
[2024-11-25 10:38:18] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 10:38:18] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-11-25 10:38:18] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/6744539a0fc37-ql0AqC.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-11-25 10:38:18] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:18] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:18] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:18] [class-ss-page.php:119] Checking Content Identical:8d866704c52cec605fe0331f3b764221cdef7623===. Value: FALSE
[2024-11-25 10:38:18] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2024-11-25 10:38:18] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 955
